time_s,true_yaw_rate_deg_s,raw_yaw_rate_deg_s,true_yaw_angle_deg,raw_yaw_angle_deg,true_pitch_rate_deg_s,raw_pitch_rate_deg_s,true_pitch_angle_deg,raw_pitch_angle_deg,true_roll_rate_deg_s,raw_roll_rate_deg_s,true_roll_angle_deg,raw_roll_angle_deg
5.0417,4.5525,4.8433,26.7206,27.4925,-7.6284,-7.3013,0.833,0.3951,-12.9485,-12.8475,12.7152,13.1685
5.0517,4.456,4.6605,26.7657,27.54,-7.5429,-7.8252,0.7571,0.3195,-13.4546,-13.4444,12.5831,13.037
5.0617,4.343,4.0093,26.8097,27.5834,-7.429,-7.8453,0.6822,0.2411,-13.9509,-13.8819,12.446,12.9003
5.0717,4.2127,4.0453,26.8525,27.6237,-7.288,-7.2971,0.6086,0.1653,-14.4365,-14.6268,12.304,12.7577
5.0817,4.0644,4.3556,26.8939,27.6657,-7.1213,-6.6081,0.5365,0.0958,-14.9102,-15.0327,12.1573,12.6094
5.0917,3.8975,3.9164,26.9337,27.707,-6.9306,-7.2782,0.4662,0.0263,-15.371,-14.8857,12.0058,12.4597
5.1017,3.7115,3.8467,26.9718,27.7459,-6.7177,-6.8691,0.398,-0.0444,-15.8179,-16.0137,11.8498,12.3052
5.1117,3.5057,3.2289,27.0079,27.7813,-6.4845,-6.7158,0.3319,-0.1124,-16.2499,-16.3147,11.6894,12.1435
5.1217,3.2797,3.5165,27.0418,27.815,-6.2332,-6.2006,0.2683,-0.177,-16.666,-16.2491,11.5248,11.9806
5.1317,3.033,3.0946,27.0734,27.8481,-5.966,-6.1033,0.2073,-0.2385,-17.0654,-17.2655,11.3561,11.813
5.1417,2.7654,2.9719,27.1024,27.8784,-5.6852,-5.6802,0.149,-0.2974,-17.4471,-17.5626,11.1834,11.6388
5.1517,2.4764,2.6846,27.1286,27.9067,-5.3933,-5.7444,0.0936,-0.3546,-17.8104,-17.5354,11.0071,11.4632
5.1617,2.1659,1.8288,27.1518,27.9293,-5.0928,-5.2368,0.0412,-0.4095,-18.1544,-17.8424,10.8272,11.2863
5.1717,1.8335,2.3146,27.1718,27.95,-4.7861,-5.3878,-0.0082,-0.4627,-18.4785,-18.5544,10.644,11.1042
5.1817,1.4793,1.2499,27.1884,27.9678,-4.4758,-5.201,-0.0546,-0.5156,-18.7819,-18.6668,10.4576,10.9181
5.1917,1.1031,1.1638,27.2013,27.9799,-4.1645,-4.3784,-0.0978,-0.5635,-19.064,-18.7083,10.2683,10.7311
5.2017,0.7049,0.7166,27.2103,27.9893,-3.8546,-3.8846,-0.1379,-0.6049,-19.3243,-19.2313,10.0763,10.5414
5.2117,0.2847,0.7449,27.2153,27.9966,-3.5485,-3.8741,-0.1749,-0.6437,-19.5622,-20.0294,9.8818,10.345
5.2217,-0.1573,0.0257,27.2159,28.0005,-3.2487,-2.971,-0.2089,-0.6779,-19.7773,-19.5953,9.6851,10.1468
5.2317,-0.6209,-0.1816,27.212,27.9997,-2.9575,-3.1274,-0.24,-0.7084,-19.9691,-19.6063,9.4863,9.9507
5.2417,-1.1059,-0.8941,27.2034,27.9943,-2.677,-2.9299,-0.2681,-0.7387,-20.1373,-19.9416,9.2857,9.7529
5.2518,-1.612,-1.4685,27.1898,27.9825,-2.4092,-2.3435,-0.2936,-0.7651,-20.2817,-20.3094,9.0835,9.5516
5.2618,-2.1389,-2.2301,27.171,27.964,-2.1561,-2.1918,-0.3164,-0.7878,-20.4019,-20.3151,8.88,9.3484
5.2718,-2.6861,-2.6767,27.1469,27.9395,-1.9193,-2.3238,-0.3368,-0.8103,-20.498,-20.5228,8.6754,9.1442
5.2818,-3.2531,-3.0911,27.1172,27.9106,-1.7004,-2.1502,-0.3549,-0.8327,-20.5697,-20.5914,8.47,8.9385
5.2918,-3.8394,-3.6114,27.0817,27.8771,-1.5009,-0.658,-0.3709,-0.8468,-20.617,-20.505,8.264,8.733
5.3018,-4.4443,-4.4864,27.0403,27.8366,-1.3217,-1.0896,-0.385,-0.8555,-20.6399,-20.4808,8.0577,8.528
5.3118,-5.0673,-4.4941,26.9927,27.7917,-1.1638,-1.3584,-0.3975,-0.8677,-20.6387,-20.8578,7.8512,8.3212
5.3218,-5.7076,-5.4662,26.9388,27.7418,-1.028,-0.9107,-0.4084,-0.8791,-20.6133,-20.5041,7.6449,8.1143
5.3318,-6.3644,-6.5463,26.8785,27.6818,-0.9147,-0.9362,-0.4181,-0.8883,-20.5641,-20.4849,7.4389,7.9093
5.3418,-7.0369,-6.4399,26.8114,27.6168,-0.8242,-0.3737,-0.4268,-0.8949,-20.4913,-20.712,7.2336,7.7033
5.3518,-7.7243,-8.0789,26.7376,27.5442,-0.7565,-0.7893,-0.4347,-0.9007,-20.3953,-19.867,7.0291,7.5003
5.3618,-8.4255,-8.1562,26.6568,27.463,-0.7114,-0.7019,-0.4421,-0.9082,-20.2764,-20.1715,6.8257,7.3
5.3718,-9.1397,-9.152,26.569,27.3764,-0.6884,-0.2102,-0.4491,-0.9127,-20.1352,-19.7952,6.6235,7.1001
5.3818,-9.8658,-9.2428,26.4739,27.2844,-0.6869,-1.1953,-0.456,-0.9198,-19.972,-19.8913,6.4229,6.9016
5.3918,-10.6027,-10.2012,26.3715,27.1872,-0.7059,-0.4211,-0.4629,-0.9278,-19.7876,-19.2753,6.2241,6.7057
5.4018,-11.3494,-11.5482,26.2617,27.0784,-0.7445,-1.3122,-0.4702,-0.9365,-19.5825,-19.3073,6.0272,6.5128
5.4118,-12.1048,-11.6521,26.1444,26.9623,-0.8012,-0.5711,-0.4779,-0.9459,-19.3575,-18.9219,5.8324,6.3216
5.4218,-12.8675,-13.322,26.0195,26.8374,-0.8746,-1.523,-0.4863,-0.9564,-19.1131,-19.0405,5.64,6.1317
5.4318,-13.6366,-13.2351,25.887,26.7046,-0.9631,-1.1669,-0.4955,-0.9699,-18.8502,-18.4959,5.4501,5.9439
5.4418,-14.4106,-14.2732,25.7467,26.567,-1.0648,-1.2016,-0.5056,-0.9817,-18.5697,-18.7807,5.2629,5.7575
5.4518,-15.1884,-15.3105,25.5986,26.419,-1.1778,-1.179,-0.5168,-0.9936,-18.2723,-18.0938,5.0787,5.5731
5.4618,-15.9686,-15.5231,25.4428,26.2648,-1.3,-1.3664,-0.5292,-1.0063,-17.959,-18.2041,4.8974,5.3915
5.4718,-16.75,-16.3662,25.2791,26.1053,-1.4293,-1.632,-0.5429,-1.0213,-17.6307,-17.3713,4.7194,5.2136
5.4818,-17.5313,-17.3221,25.1077,25.9368,-1.5634,-2.2843,-0.5579,-1.0409,-17.2883,-16.9242,4.5448,5.042
5.4918,-18.311,-18.0739,24.9284,25.7598,-1.7,-1.3457,-0.5742,-1.0591,-16.9328,-16.2434,4.3736,4.8761
5.5018,-19.0879,-18.8156,24.7413,25.5753,-1.8368,-2.025,-0.5919,-1.0759,-16.5654,-16.4091,4.2061,4.7128
5.5118,-19.8606,-19.8156,24.5465,25.3821,-1.9713,-2.0368,-0.6109,-1.0963,-16.1869,-15.7932,4.0423,4.5518
5.5218,-20.6277,-20.3083,24.344,25.1814,-2.1012,-2.5127,-0.6313,-1.119,-15.7985,-16.154,3.8823,4.392
5.5318,-21.3879,-21.7953,24.1339,24.9708,-2.2242,-2.065,-0.6529,-1.1419,-15.4012,-15.3124,3.7262,4.2346
5.5418,-22.1398,-23.0033,23.9162,24.7467,-2.338,-2.8249,-0.6757,-1.1664,-14.9962,-14.8595,3.5742,4.0837
5.5519,-22.8821,-22.5918,23.691,24.5187,-2.4404,-2.6065,-0.6996,-1.1935,-14.5846,-14.7934,3.4262,3.9354
5.5619,-23.6133,-23.3457,23.4584,24.2889,-2.5293,-2.9251,-0.7245,-1.2212,-14.1674,-14.3043,3.2824,3.7898
5.5719,-24.3322,-24.3816,23.2186,24.0502,-2.6026,-2.5741,-0.7502,-1.2487,-13.7458,-13.4703,3.1428,3.6509
5.5819,-25.0375,-25.2106,22.9717,23.8021,-2.6586,-2.8091,-0.7765,-1.2756,-13.3208,-13.086,3.0074,3.5181
5.5919,-25.7277,-25.1809,22.7178,23.5501,-2.6954,-2.6332,-0.8033,-1.3029,-12.8937,-12.4922,2.8763,3.3902
5.6019,-26.4017,-26.4052,22.4571,23.2921,-2.7115,-2.8641,-0.8303,-1.3303,-12.4654,-12.2148,2.7495,3.2666
5.6119,-27.0582,-27.089,22.1897,23.0245,-2.7055,-3.1454,-0.8574,-1.3604,-12.0371,-11.7373,2.6269,3.1468
5.6219,-27.696,-27.8361,21.9158,22.7498,-2.6762,-2.2934,-0.8843,-1.3876,-11.6099,-11.3017,2.5087,3.0315
5.6319,-28.3138,-27.9239,21.6357,22.4709,-2.6227,-2.7627,-0.9108,-1.4129,-11.1848,-10.6408,2.3946,2.9218
5.6419,-28.9104,-29.4235,21.3494,22.1841,-2.5442,-2.5393,-0.9367,-1.4394,-10.7629,-10.275,2.2849,2.8172
5.6519,-29.4848,-29.3913,21.0574,21.8899,-2.4401,-2.5569,-0.9616,-1.4649,-10.3451,-10.0973,2.1793,2.7153
5.6619,-30.0358,-30.1002,20.7597,21.5924,-2.3102,-2.7222,-0.9853,-1.4913,-9.9326,-10.1247,2.0779,2.6141
5.6719,-30.5624,-30.4555,20.4566,21.2895,-2.1543,-1.9812,-1.0077,-1.5148,-9.5261,-9.6005,1.9805,2.5155
5.6819,-31.0635,-30.7129,20.1483,20.9835,-1.9727,-2.2692,-1.0283,-1.5361,-9.1267,-8.731,1.8872,2.4238
5.6919,-31.5382,-31.5342,19.8352,20.6722,-1.7656,-1.6655,-1.047,-1.5558,-8.7352,-8.8538,1.7979,2.3358
5.7019,-31.9856,-31.9184,19.5175,20.3548,-1.5338,-1.5902,-1.0635,-1.5721,-8.3525,-8.2692,1.7124,2.2502
5.7119,-32.4048,-32.8156,19.1954,20.031,-1.2781,-1.2787,-1.0776,-1.5864,-7.9793,-7.9203,1.6308,2.1692
5.7219,-32.795,-32.8094,18.8693,19.7028,-0.9996,-1.3187,-1.089,-1.5994,-7.6166,-7.7527,1.5528,2.0908
5.7319,-33.1553,-33.3222,18.5395,19.372,-0.6995,-1.457,-1.0975,-1.6133,-7.2649,-6.884,1.4783,2.0176
5.7419,-33.4852,-33.2659,18.2062,19.039,-0.3794,-0.3996,-1.1029,-1.6226,-6.925,-6.8284,1.4073,1.949
5.7519,-33.784,-33.7047,17.8697,18.704,-0.041,-0.217,-1.105,-1.6257,-6.5974,-6.4389,1.3397,1.8827
5.7619,-34.051,-34.0333,17.5304,18.3652,0.3139,-0.1028,-1.1036,-1.6273,-6.2828,-6.3488,1.2753,1.8187
5.7719,-34.2857,-34.0889,17.1886,18.0245,0.6833,0.4752,-1.0986,-1.6254,-5.9816,-5.8266,1.2139,1.7578
5.7819,-34.4878,-34.6078,16.8446,17.6809,1.065,1.5119,-1.0899,-1.6154,-5.6943,-5.7891,1.1555,1.6997
5.7919,-34.6567,-34.8474,16.4988,17.3335,1.4566,1.5411,-1.0773,-1.6002,-5.4214,-5.7272,1.1,1.6421
5.8019,-34.7921,-35.4197,16.1514,16.9821,1.8558,1.8994,-1.0607,-1.583,-5.1631,-5.209,1.047,1.5874
5.8119,-34.8938,-34.7669,15.8029,16.631,2.2601,2.2412,-1.0401,-1.5623,-4.9198,-4.662,0.9966,1.5381
5.8219,-34.9616,-34.8141,15.4535,16.283,2.6669,2.5065,-1.0155,-1.5385,-4.6917,-4.1898,0.9485,1.4938
5.8319,-34.9952,-34.8643,15.1036,15.9345,3.0736,2.8714,-0.9868,-1.5116,-4.4789,-4.8526,0.9026,1.4486
5.8419,-34.9948,-35.0219,14.7535,15.5849,3.4776,3.3807,-0.954,-1.4803,-4.2816,-4.6989,0.8588,1.4008
5.852,-34.9601,-34.4995,14.4036,15.2372,3.8762,3.3764,-0.9172,-1.4465,-4.0999,-4.2362,0.8169,1.3561
5.862,-34.8914,-34.9685,14.0543,14.8897,4.2669,4.269,-0.8765,-1.4083,-3.9336,-3.8554,0.7767,1.3156
5.872,-34.7887,-34.1063,13.7057,14.5443,4.647,4.5466,-0.8319,-1.3642,-3.7828,-3.6626,0.7381,1.278
5.882,-34.6522,-34.5917,13.3584,14.2007,5.0141,4.8892,-0.7836,-1.317,-3.6472,-3.8947,0.701,1.2402
5.892,-34.4822,-34.5826,13.0126,13.8547,5.3658,5.0347,-0.7317,-1.2674,-3.5268,-3.4045,0.6651,1.2037
5.902,-34.279,-34.2514,12.6687,13.5104,5.6998,5.948,-0.6763,-1.2125,-3.4213,-4.0,0.6303,1.1667
5.912,-34.0431,-33.9197,12.327,13.1694,6.0138,6.2235,-0.6177,-1.1516,-3.3304,-3.1683,0.5966,1.1308
5.922,-33.7747,-33.5155,11.9878,12.8321,6.3059,6.4884,-0.5561,-1.088,-3.2536,-2.8218,0.5636,1.1009
5.932,-33.4746,-32.7668,11.6514,12.5006,6.5743,6.558,-0.4917,-1.0227,-3.1907,-3.6299,0.5314,1.0686
5.942,-33.1432,-32.9566,11.3182,12.1719,6.8171,6.6013,-0.4247,-0.9569,-3.1411,-3.2266,0.4997,1.0343
5.952,-32.7812,-32.4225,10.9885,11.8449,7.033,6.7715,-0.3554,-0.89,-3.1044,-3.2075,0.4685,1.0021
5.962,-32.3893,-31.9686,10.6625,11.5228,7.2207,7.3203,-0.2841,-0.8196,-3.0799,-2.599,0.4376,0.9731
5.972,-31.9682,-31.6915,10.3406,11.2044,7.379,7.647,-0.2111,-0.7447,-3.067,-2.9388,0.4068,0.9454
5.982,-31.5188,-30.798,10.0231,10.8918,7.5072,7.3444,-0.1367,-0.6697,-3.0652,-3.2532,0.3761,0.9144
5.992,-31.0419,-30.997,9.7102,10.5828,7.6046,7.1172,-0.0611,-0.5974,-3.0736,-2.9331,0.3454,0.8835
6.002,-30.5384,-30.5806,9.4022,10.2748,7.671,7.7075,0.0153,-0.5232,-3.0916,-2.6963,0.3146,0.8553
6.012,-30.0094,-30.2295,9.0994,9.9706,7.706,7.6972,0.0922,-0.4462,-3.1183,-2.9588,0.2835,0.827
6.022,-29.4557,-29.3924,8.8019,9.6724,7.7099,7.6415,0.1693,-0.3695,-3.1531,-3.3577,0.2522,0.7954
6.032,-28.8784,-29.3641,8.5102,9.3785,7.683,7.1431,0.2463,-0.2955,-3.1949,-2.9296,0.2204,0.764
6.042,-28.2788,-27.9472,8.2243,9.0919,7.626,7.498,0.3229,-0.2223,-3.243,-2.9602,0.1882,0.7345
6.052,-27.6578,-27.7221,7.9445,8.8134,7.5395,7.7775,0.3988,-0.1459,-3.2964,-3.266,0.1555,0.7034
6.062,-27.0166,-26.6777,7.671,8.5414,7.4247,7.1962,0.4736,-0.071,-3.3542,-3.3742,0.1222,0.6702
6.072,-26.3565,-26.1043,7.4041,8.2774,7.2828,7.0874,0.5472,0.0004,-3.4155,-3.0175,0.0884,0.6382
6.082,-25.6786,-25.8937,7.1438,8.0173,7.1153,6.935,0.6192,0.0706,-3.4794,-3.6114,0.0539,0.605
6.092,-24.9843,-24.2094,6.8904,7.7667,6.9238,6.8457,0.6894,0.1395,-3.5448,-3.3389,0.0188,0.5703
6.102,-24.2748,-24.3603,6.644,7.5238,6.7102,6.3174,0.7576,0.2053,-3.6108,-3.5339,-0.017,0.5359
6.112,-23.5515,-23.6608,6.4048,7.2836,6.4764,6.1543,0.8236,0.2677,-3.6763,-3.6285,-0.0535,0.5001
6.122,-22.8156,-22.794,6.1729,7.0512,6.2245,6.0945,0.8871,0.329,-3.7405,-3.2174,-0.0906,0.4658
6.132,-22.0685,-21.7808,5.9484,6.8283,5.9568,6.1902,0.948,0.3904,-3.8023,-3.5833,-0.1283,0.4318
6.142,-21.3115,-21.489,5.7315,6.6118,5.6756,5.9455,1.0062,0.4511,-3.8607,-3.5902,-0.1666,0.3959
6.1521,-20.546,-20.1594,5.5221,6.4035,5.3834,5.2089,1.0615,0.5069,-3.9148,-3.6985,-0.2055,0.3595
6.1621,-19.7734,-19.5867,5.3204,6.2047,5.0826,4.5765,1.1138,0.5559,-3.9636,-4.0513,-0.2449,0.3207
6.1721,-18.995,-18.9046,5.1265,6.0122,4.7758,4.2748,1.1632,0.6001,-4.0061,-3.8946,-0.2848,0.281
6.1821,-18.2122,-18.3809,4.9404,5.8257,4.4654,4.2698,1.2094,0.6429,-4.0415,-3.5971,-0.325,0.2435
6.1921,-17.4264,-17.2504,4.7622,5.6475,4.1541,3.537,1.2525,0.6819,-4.0687,-4.02,-0.3656,0.2054
6.2021,-16.6388,-16.5744,4.5918,5.4783,3.8443,3.8818,1.2925,0.719,-4.0869,-4.0531,-0.4064,0.165
6.2121,-15.8509,-16.3143,4.4293,5.3138,3.5384,3.6607,1.3294,0.7568,-4.0953,-4.2588,-0.4473,0.1235
6.2221,-15.064,-14.826,4.2747,5.1581,3.2389,3.2855,1.3633,0.7915,-4.0931,-4.626,-0.4883,0.079
6.2321,-14.2794,-14.4159,4.1279,5.0118,2.948,2.734,1.3943,0.8216,-4.0793,-4.3797,-0.5291,0.034
6.2421,-13.4984,-13.4494,3.989,4.8724,2.6678,2.4674,1.4224,0.8476,-4.0533,-4.0509,-0.5698,-0.0082
6.2521,-12.7222,-12.8422,3.8578,4.7409,2.4005,2.707,1.4477,0.8735,-4.0144,-3.6768,-0.6102,-0.0468
6.2621,-11.9521,-11.9142,3.7344,4.6171,2.1479,2.3514,1.4705,0.8988,-3.9618,-3.5936,-0.6501,-0.0832
6.2721,-11.1893,-11.1841,3.6187,4.5016,1.9117,1.8471,1.4908,0.9198,-3.895,-3.651,-0.6894,-0.1194
6.2821,-10.435,-10.4062,3.5105,4.3936,1.6935,1.6557,1.5088,0.9373,-3.8133,-3.8805,-0.7279,-0.1571
6.2921,-9.6903,-9.6841,3.4098,4.2931,1.4945,1.3135,1.5247,0.9522,-3.7162,-4.193,-0.7656,-0.1975
6.3021,-8.9563,-9.0175,3.3166,4.1996,1.3161,1.1224,1.5388,0.9644,-3.6033,-3.5393,-0.8022,-0.2362
6.3121,-8.2342,-7.7898,3.2306,4.1155,1.1589,0.5389,1.5512,0.9727,-3.4739,-3.5501,-0.8376,-0.2716
6.3221,-7.5249,-7.2503,3.1518,4.0403,1.0239,0.5817,1.5621,0.9783,-3.3279,-3.7005,-0.8716,-0.3079
6.3321,-6.8294,-6.5286,3.08,3.9714,0.9113,0.976,1.5718,0.9861,-3.1649,-3.1542,-0.9041,-0.3422
6.3421,-6.1487,-5.615,3.0151,3.9106,0.8216,0.211,1.5804,0.992,-2.9845,-2.4774,-0.9348,-0.3703
6.3521,-5.4836,-5.5059,2.9569,3.855,0.7547,0.9729,1.5883,0.9979,-2.7866,-2.7072,-0.9637,-0.3963
6.3621,-4.835,-4.5654,2.9053,3.8046,0.7103,1.3776,1.5956,1.0097,-2.571,-2.5473,-0.9905,-0.4226
6.3721,-4.2037,-4.227,2.8601,3.7607,0.688,0.7661,1.6026,1.0204,-2.3376,-1.9178,-1.0151,-0.4449
6.3821,-3.5904,-3.7063,2.8211,3.721,0.6872,0.6567,1.6095,1.0275,-2.0864,-1.8456,-1.0372,-0.4637
6.3921,-2.9958,-2.4643,2.7881,3.6901,0.7069,0.8953,1.6165,1.0353,-1.8175,-2.1434,-1.0567,-0.4837
6.4021,-2.4204,-2.5398,2.7611,3.6651,0.7461,0.2667,1.6238,1.0411,-1.5308,-1.7705,-1.0735,-0.5032
6.4121,-1.8649,-0.9839,2.7396,3.6475,0.8034,1.1153,1.6315,1.048,-1.2265,-0.845,-1.0872,-0.5163
6.4221,-1.3298,-0.4779,2.7236,3.6402,0.8773,0.5981,1.6399,1.0566,-0.905,-1.2788,-1.0979,-0.5269
6.4321,-0.8154,-1.3251,2.7129,3.6311,0.9663,0.8792,1.6491,1.064,-0.5663,-0.354,-1.1053,-0.5351
6.4421,-0.3222,0.092,2.7072,3.625,1.0684,0.8236,1.6593,1.0725,-0.2109,-0.1931,-1.1091,-0.5378
6.4522,0.1495,0.0356,2.7064,3.6256,1.1817,0.8647,1.6706,1.0809,0.1609,0.24,-1.1094,-0.5376
6.4622,0.5994,0.9096,2.7101,3.6303,1.3043,0.7196,1.683,1.0888,0.5486,0.9574,-1.1058,-0.5316
6.4722,1.0274,1.2242,2.7182,3.641,1.4337,1.2003,1.6967,1.0984,0.9518,0.943,-1.0983,-0.5221
6.4822,1.4334,0.812,2.7305,3.6512,1.568,1.4962,1.7117,1.1119,1.3698,1.6327,-1.0867,-0.5092
6.4922,1.8172,1.9907,2.7468,3.6652,1.7046,1.3716,1.7281,1.1263,1.802,1.5405,-1.0709,-0.4934
6.5022,2.1789,2.7158,2.7668,3.6888,1.8413,1.5458,1.7458,1.1409,2.2479,2.11,-1.0506,-0.4751
6.5122,2.5185,2.7351,2.7903,3.716,1.9757,1.9617,1.7649,1.1584,2.7066,3.1769,-1.0258,-0.4487
6.5222,2.8361,3.5453,2.8171,3.7474,2.1054,1.5895,1.7853,1.1762,3.1775,3.1093,-0.9964,-0.4172
6.5322,3.132,3.0585,2.8469,3.7805,2.2282,2.0338,1.807,1.1943,3.6596,4.3423,-0.9622,-0.3799
6.5422,3.4063,4.1211,2.8796,3.8164,2.3416,2.6341,1.8298,1.2176,4.1523,4.0388,-0.9231,-0.338
6.5522,3.6594,3.7994,2.915,3.856,2.4436,2.0986,1.8538,1.2413,4.6544,4.047,-0.8791,-0.2976
6.5622,3.8916,3.6425,2.9527,3.8932,2.532,2.9701,1.8787,1.2667,5.1653,4.8299,-0.83,-0.2532
6.5722,4.1034,4.4141,2.9927,3.9335,2.6048,2.0812,1.9044,1.2919,5.6837,5.5902,-0.7757,-0.2011
6.5822,4.2952,4.9554,3.0347,3.9804,2.6601,1.9399,1.9307,1.312,6.2089,6.272,-0.7162,-0.1417
6.5922,4.4675,4.6707,3.0786,4.0285,2.6962,2.7377,1.9575,1.3354,6.7397,6.1832,-0.6515,-0.0794
6.6022,4.6209,4.8368,3.124,4.0761,2.7116,2.6957,1.9845,1.3626,7.2751,7.4824,-0.5814,-0.0111
6.6122,4.756,4.9371,3.1709,4.125,2.7049,3.1527,2.0116,1.3919,7.8139,7.8646,-0.5059,0.0657
6.6222,4.8735,4.3665,3.2191,4.1715,2.6748,2.0257,2.0385,1.4178,8.3552,8.2656,-0.425,0.1463
6.6322,4.9742,5.7336,3.2683,4.222,2.6205,2.4435,2.065,1.4401,8.8977,9.5282,-0.3387,0.2353
6.6422,5.0588,5.7798,3.3185,4.2796,2.5411,2.3726,2.0908,1.4642,9.4404,9.5599,-0.247,0.3308
6.6522,5.1281,5.7277,3.3695,4.3371,2.4362,2.8305,2.1157,1.4902,9.982,10.0493,-0.1499,0.4289
6.6622,5.183,5.4623,3.421,4.3931,2.3054,2.4996,2.1394,1.5169,10.5216,9.9631,-0.0473,0.529
6.6722,5.2243,5.4049,3.4731,4.4475,2.1487,1.8789,2.1617,1.5388,11.0578,11.7183,0.0606,0.6374
6.6822,5.253,5.3084,3.5255,4.5011,1.9662,2.3845,2.1823,1.5601,11.5895,11.5331,0.1739,0.7537
6.6922,5.2699,5.8954,3.5781,4.5571,1.7583,1.4514,2.2009,1.5793,12.1156,12.3214,0.2925,0.873
6.7022,5.2762,5.6742,3.6309,4.615,1.5257,1.5725,2.2174,1.5944,12.6349,12.6695,0.4163,0.998
6.7122,5.2728,5.0755,3.6836,4.6687,1.2692,1.1483,2.2313,1.608,13.1464,13.1617,0.5452,1.1272
6.7222,5.2607,5.2719,3.7363,4.7205,0.9899,0.7308,2.2426,1.6174,13.6488,13.8755,0.6792,1.2625
6.7322,5.241,5.4977,3.7888,4.7743,0.6892,0.5047,2.251,1.6236,14.1411,13.8102,0.8182,1.4009
6.7422,5.2147,5.2002,3.8411,4.8278,0.3684,0.2092,2.2563,1.6272,14.6222,15.1398,0.9621,1.5457
6.7523,5.183,5.5446,3.8931,4.8816,0.0294,-0.3521,2.2583,1.6265,15.091,15.3773,1.1107,1.6984
6.7623,5.1469,5.9031,3.9448,4.9388,-0.326,-0.5656,2.2568,1.6219,15.5465,15.6881,1.2639,1.8538
6.7723,5.1075,5.8596,3.9961,4.9977,-0.6959,-0.3659,2.2517,1.6172,15.9877,16.5437,1.4217,2.015
6.7823,5.0659,5.427,4.047,5.0541,-1.0779,-1.3773,2.2428,1.6085,16.4136,16.1495,1.5837,2.1785
6.7923,5.0233,4.9072,4.0975,5.1058,-1.4698,-1.5271,2.2301,1.594,16.8234,16.8783,1.75,2.3437
6.8023,4.9807,5.427,4.1475,5.1575,-1.8692,-1.6717,2.2134,1.578,17.216,17.6048,1.9202,2.5162
6.8123,4.9392,4.7239,4.1971,5.2083,-2.2737,-2.4742,2.1927,1.5572,17.5906,17.8695,2.0943,2.6936
6.8223,4.9,4.9052,4.2463,5.2564,-2.6805,-2.5283,2.1679,1.5322,17.9465,18.2455,2.2721,2.8742
6.8323,4.8641,4.8108,4.2952,5.305,-3.0871,-2.914,2.1391,1.505,18.2829,17.9638,2.4533,3.0553
6.8423,4.8326,4.9161,4.3437,5.3537,-3.491,-3.6634,2.1062,1.4721,18.599,18.1205,2.6377,3.2358
6.8523,4.8065,5.0566,4.3919,5.4036,-3.8894,-3.663,2.0692,1.4355,18.8942,19.0908,2.8253,3.4219
6.8623,4.7869,5.2638,4.4398,5.4552,-4.2797,-4.0719,2.0284,1.3968,19.1679,19.2512,3.0156,3.6137
6.8723,4.7747,5.0219,4.4877,5.5066,-4.6595,-4.5726,1.9837,1.3535,19.4195,19.2926,3.2086,3.8065
6.8823,4.771,4.4305,4.5354,5.5539,-5.0261,-4.8375,1.9352,1.3065,19.6486,19.9762,3.404,4.0029
6.8923,4.7767,5.1173,4.5832,5.6017,-5.3772,-5.5346,1.8832,1.2546,19.8546,19.7758,3.6016,4.2017
6.9023,4.7928,5.1876,4.631,5.6532,-5.7106,-5.4956,1.8277,1.1994,20.0373,20.1403,3.8012,4.4014
6.9123,4.8201,5.2258,4.6791,5.7053,-6.0239,-5.5406,1.769,1.1442,20.1963,20.4294,4.0024,4.6043
6.9223,4.8594,4.8104,4.7275,5.7555,-6.3153,-6.5108,1.7073,1.0839,20.3313,20.8613,4.2051,4.8108
6.9323,4.9116,5.014,4.7764,5.8046,-6.5828,-6.4743,1.6428,1.019,20.4422,20.7794,4.409,5.0191
6.9423,4.9775,4.9977,4.8259,5.8547,-6.8248,-6.8497,1.5758,0.9524,20.5287,20.7942,4.614,5.227
6.9523,5.0578,5.4731,4.8761,5.9071,-7.0397,-7.5807,1.5064,0.8802,20.5909,20.5686,4.8196,5.4339
6.9623,5.1531,4.7449,4.9271,5.9582,-7.2264,-6.8699,1.4351,0.8079,20.6288,21.0286,5.0258,5.642
6.9723,5.2641,5.2748,4.9792,6.0083,-7.3838,-7.7568,1.362,0.7347,20.6423,19.999,5.2322,5.8472
6.9823,5.3914,5.9497,5.0325,6.0644,-7.511,-6.9396,1.2875,0.6612,20.6317,20.3777,5.4386,6.0491
6.9923,5.5355,5.5452,5.0872,6.1219,-7.6074,-8.2405,1.2119,0.5853,20.597,20.6629,5.6449,6.2544
7.0023,5.6969,6.2572,5.1434,6.181,-7.6726,-7.7336,1.1354,0.5054,20.5386,20.6999,5.8506,6.4613
7.0123,5.876,6.2738,5.2012,6.2436,-7.7066,-7.3956,1.0585,0.4297,20.4567,20.3663,6.0557,6.6667
7.0223,6.0732,5.6554,5.261,6.3033,-7.7095,-7.6545,0.9814,0.3545,20.3518,20.8353,6.2598,6.8727
7.0323,6.2888,6.1781,5.3228,6.3625,-7.6816,-7.7673,0.9044,0.2773,20.2241,20.4044,6.4627,7.079
7.0423,6.523,7.2541,5.3869,6.4297,-7.6236,-7.4767,0.8279,0.2011,20.0743,20.3156,6.6643,7.2827
