time_s,true_distance_mm,echo_time_us,measured_mm,noisy_mm
6.6622,53.241,305.745,53.241,53.241
6.6722,52.978,304.239,52.978,52.978
6.6822,52.664,302.432,52.664,52.664
6.6922,52.302,300.353,52.302,52.302
6.7022,51.898,298.032,51.898,51.898
6.7122,51.458,295.508,51.458,51.458
6.7222,50.989,292.817,50.989,50.989
6.7322,50.499,290.003,50.499,50.499
6.7422,49.995,287.108,49.995,49.995
6.7523,49.485,284.178,49.485,49.485
6.7623,48.977,281.259,48.977,48.977
6.7723,48.478,278.394,48.478,48.478
6.7823,47.997,275.631,47.997,47.997
6.7923,47.54,273.01,47.54,47.54
6.8023,47.116,270.572,47.116,47.116
6.8123,46.73,268.356,46.73,46.73
6.8223,46.389,266.396,46.389,24.102
6.8323,46.097,264.721,46.097,46.097
6.8423,45.86,263.358,45.86,45.86
6.8523,45.68,262.327,45.68,45.68
6.8623,45.561,261.644,45.561,45.561
6.8723,45.504,261.319,45.504,45.504
6.8823,45.511,261.356,45.511,45.511
6.8923,45.58,261.754,45.58,45.58
6.9023,45.711,262.506,45.711,45.711
6.9123,45.902,263.6,45.902,45.902
6.9223,46.148,265.017,46.148,46.148
6.9323,46.447,266.734,46.447,46.447
6.9423,46.794,268.724,46.794,46.794
6.9523,47.182,270.954,47.182,47.182
6.9623,47.606,273.388,47.606,47.606
6.9723,48.059,275.988,48.059,48.059
6.9823,48.533,278.711,48.533,48.533
6.9923,49.021,281.514,49.021,49.021
7.0023,49.515,284.353,49.515,49.515
7.0123,50.008,287.18,50.008,50.008
7.0223,50.49,289.951,50.49,50.49
7.0323,50.956,292.622,50.956,50.956
7.0423,51.396,295.15,51.396,51.396
7.0524,51.804,297.494,51.804,51.804
7.0624,52.173,299.616,52.173,52.173
7.0724,52.498,301.482,52.498,52.498
7.0824,52.774,303.063,52.774,52.774
7.0924,52.994,304.331,52.994,52.994
7.1024,53.157,305.267,53.157,53.157
7.1124,53.26,305.855,53.26,53.26
7.1224,53.3,306.086,53.3,53.3
7.1324,53.277,305.954,53.277,53.277
7.1424,53.191,305.461,53.191,53.191
7.1524,53.044,304.614,53.044,53.044
7.1624,52.837,303.425,52.837,52.837
7.1724,52.573,301.914,52.573,52.573
7.1824,52.258,300.102,52.258,52.258
7.1924,51.895,298.019,51.895,51.895
7.2024,51.491,295.695,51.491,51.491
7.2124,51.05,293.167,51.05,51.05
7.2224,50.581,290.474,50.581,155.892
7.2324,50.091,287.658,50.091,50.091
7.2424,49.587,284.762,49.587,49.587
7.2524,49.077,281.832,49.077,138.883
7.2624,48.568,278.913,48.568,48.568
7.2724,48.07,276.05,48.07,48.07
7.2824,47.589,273.288,47.589,47.589
7.2924,47.133,270.67,47.133,47.133
7.3024,46.709,268.236,46.709,46.709
7.3124,46.324,266.024,46.324,46.324
7.3224,45.983,264.068,45.983,45.983
7.3324,45.693,262.399,45.693,45.693
7.3424,45.456,261.041,45.456,45.456
7.3525,45.278,260.016,45.278,45.278
7.3625,45.16,259.338,45.16,45.16
7.3725,45.104,259.019,45.104,45.104
7.3825,45.112,259.063,45.112,45.112
7.3925,45.182,259.467,45.182,45.182
7.4025,45.314,260.225,45.314,-41.328
7.4125,45.505,261.324,45.505,45.505
7.4225,45.753,262.746,45.753,45.753
7.4325,46.053,264.468,46.053,49.28
7.4425,46.4,266.462,46.4,46.4
7.4525,46.789,268.695,46.789,46.789
7.4625,47.213,271.133,47.213,47.213
7.4725,47.667,273.735,47.667,47.667
7.4825,48.141,276.46,48.141,48.141
7.4925,48.629,279.264,48.629,48.629
7.5025,49.124,282.103,49.124,49.124
7.5125,49.616,284.93,49.616,49.616
7.5225,50.098,287.7,50.098,50.098
7.5325,50.563,290.369,50.563,50.563
7.5425,51.003,292.894,51.003,51.003
7.5525,51.41,295.234,51.41,51.41
7.5625,51.779,297.352,51.779,51.779
7.5725,52.103,299.214,52.103,52.103
7.5825,52.378,300.789,52.378,180.732
7.5925,52.598,302.052,52.598,52.598
7.6025,52.76,302.983,52.76,52.76
7.6125,52.861,303.565,52.861,52.861
7.6225,52.9,303.789,52.9,-70.583
7.6325,52.876,303.651,52.876,52.876
7.6425,52.789,303.152,52.789,52.789
7.6526,52.641,302.299,52.641,139.65
7.6626,52.433,301.106,52.433,52.433
7.6726,52.169,299.589,52.169,3.265
7.6826,51.852,297.773,51.852,51.852
7.6926,51.489,295.685,51.489,51.489
7.7026,51.083,293.357,51.083,51.083
7.7126,50.643,290.826,50.643,50.643
7.7226,50.173,288.131,50.173,50.173
7.7326,49.683,285.313,49.683,49.683
7.7426,49.178,282.417,49.178,136.906
7.7526,48.668,279.486,48.668,48.668
7.7626,48.16,276.568,48.16,48.16
7.7726,47.662,273.706,47.662,47.662
7.7826,47.181,270.946,47.181,47.181
7.7926,46.726,268.331,46.726,46.726
7.8026,46.302,265.9,46.302,46.302
7.8126,45.918,263.692,45.918,45.918
7.8226,45.578,261.741,45.578,45.578
7.8326,45.288,260.076,45.288,45.288
7.8426,45.053,258.724,45.053,45.053
7.8526,44.875,257.704,44.875,44.875
7.8626,44.758,257.033,44.758,44.758
7.8726,44.704,256.72,44.704,44.704
7.8826,44.712,256.769,44.712,44.712
7.8926,44.784,257.179,44.784,44.784
7.9026,44.917,257.943,44.917,44.917
7.9126,45.109,259.048,45.109,45.109
7.9226,45.358,260.475,45.358,45.358
7.9326,45.658,262.202,45.658,45.658
7.9426,46.006,264.2,46.006,64.705
7.9527,46.396,266.437,46.396,46.396
7.9627,46.821,268.878,46.821,91.494
7.9727,47.274,271.483,47.274,47.274
7.9827,47.749,274.209,47.749,47.749
7.9927,48.238,277.015,48.238,48.238
8.0027,48.732,279.853,48.732,48.732
8.0127,49.224,282.679,49.224,49.224
8.0227,49.706,285.448,49.706,49.706
8.0327,50.171,288.115,50.171,50.171
8.0427,50.61,290.637,50.61,50.61
8.0527,51.017,292.974,51.017,51.017
8.0627,51.385,295.088,51.385,51.385
8.0727,51.708,296.946,51.708,51.708
8.0827,51.982,298.516,51.982,51.982
8.0927,52.201,299.774,52.201,52.201
8.1027,52.362,300.698,52.362,72.689
8.1127,52.462,301.275,52.462,-56.271
8.1227,52.5,301.493,52.5,52.5
8.1327,52.475,301.349,52.475,52.475
8.1427,52.387,300.844,52.387,52.387
8.1527,52.238,299.985,52.238,52.238
8.1627,52.029,298.786,52.029,52.029
8.1727,51.764,297.264,51.764,51.764
8.1827,51.447,295.443,51.447,51.447
8.1927,51.082,293.351,51.082,51.082
8.2027,50.676,291.02,50.676,50.676
8.2127,50.235,288.485,50.235,50.235
8.2227,49.765,285.788,49.765,49.765
8.2327,49.274,282.968,49.274,49.274
8.2427,48.77,280.071,48.77,48.77
8.2528,48.26,277.14,48.26,61.754
8.2628,47.751,274.222,47.751,47.751
8.2728,47.253,271.362,47.253,47.253
8.2828,46.773,268.604,46.773,46.773
8.2928,46.318,265.992,46.318,46.318
8.3028,45.896,263.565,45.896,45.896
8.3128,45.512,261.36,45.512,45.512
8.3228,45.173,259.414,45.173,45.173
8.3328,44.884,257.754,44.884,44.884
8.3428,44.649,256.407,44.649,44.649
8.3528,44.473,255.393,44.473,44.473
8.3628,44.357,254.728,44.357,44.357
8.3728,44.303,254.421,44.303,44.303
8.3828,44.313,254.476,44.313,44.313
8.3928,44.385,254.892,44.385,44.385
8.4028,44.519,255.662,44.519,99.287
8.4128,44.713,256.772,44.713,44.713
8.4228,44.962,258.204,44.962,44.962
8.4328,45.264,259.936,45.264,45.264
8.4428,45.612,261.938,45.612,45.612
8.4528,46.003,264.18,46.003,46.003
8.4628,46.428,266.623,46.428,46.428
8.4728,46.882,269.23,46.882,46.882
8.4828,47.357,271.959,47.357,47.357
8.4928,47.846,274.765,47.846,47.846
8.5028,48.34,277.603,48.34,48.34
8.5128,48.832,280.429,48.832,48.832
8.5228,49.314,283.196,49.314,49.314
8.5328,49.778,285.861,49.778,49.778
8.5428,50.217,288.381,50.217,50.217
8.5529,50.623,290.714,50.623,50.623
8.5629,50.991,292.825,50.991,50.991
8.5729,51.313,294.677,51.313,51.313
8.5829,51.586,296.242,51.586,51.586
8.5929,51.804,297.495,51.804,51.804
8.6029,51.964,298.414,51.964,51.964
8.6129,52.063,298.984,52.063,52.063
8.6229,52.1,299.196,52.1,52.1
8.6329,52.074,299.046,52.074,52.074
8.6429,51.985,298.535,51.985,51.985
8.6529,51.835,297.671,51.835,51.835
8.6629,51.625,296.466,51.625,51.625
8.6729,51.359,294.939,51.359,51.359
8.6829,51.041,293.113,51.041,51.041
8.6929,50.676,291.017,50.676,50.676
8.7029,50.269,288.682,50.269,50.269
8.7129,49.828,286.145,49.828,-39.066
8.7229,49.357,283.445,49.357,49.357
8.7329,48.866,280.623,48.866,48.866
8.7429,48.361,277.725,48.361,48.361
8.7529,47.851,274.794,47.851,47.851
8.7629,47.343,271.877,47.343,47.343
8.7729,46.845,269.018,46.845,46.845
8.7829,46.365,266.263,46.365,46.365
8.7929,45.911,263.653,45.911,45.911
8.8029,45.489,261.229,45.489,45.489
8.8129,45.106,259.029,45.106,45.106
8.8229,44.767,257.086,44.767,44.767
8.8329,44.479,255.432,44.479,44.479
8.8429,44.246,254.09,44.246,44.246
8.853,44.07,253.082,44.07,44.07
8.863,43.955,252.423,43.955,43.955
8.873,43.903,252.122,43.903,43.903
8.883,43.914,252.183,43.914,43.914
8.893,43.987,252.605,43.987,43.987
8.903,44.122,253.38,44.122,44.122
8.913,44.316,254.496,44.316,44.316
8.923,44.567,255.934,44.567,44.567
8.933,44.869,257.67,44.869,44.869
8.943,45.219,259.677,45.219,45.219
8.953,45.609,261.922,45.609,45.609
8.963,46.036,264.368,46.036,46.036
8.973,46.49,266.978,46.49,46.49
8.983,46.965,269.708,46.965,46.965
8.993,47.454,272.515,47.454,47.454
9.003,47.948,275.354,47.948,47.948
9.013,48.44,278.179,48.44,48.44
9.023,48.922,280.945,48.922,110.384
9.033,49.386,283.608,49.386,49.386
9.043,49.824,286.124,49.824,49.824
9.053,50.23,288.454,50.23,50.23
9.063,50.596,290.561,50.596,50.596
9.073,50.918,292.409,50.918,50.918
9.083,51.19,293.969,51.19,51.19
9.093,51.407,295.216,51.407,51.407
9.103,51.566,296.129,51.566,51.566
9.113,51.664,296.694,51.664,51.664
9.123,51.7,296.9,51.7,51.7
9.133,51.673,296.744,51.673,51.673
9.143,51.583,296.227,51.583,51.583
9.1531,51.432,295.357,51.432,51.432
9.1631,51.221,294.146,51.221,51.221
9.1731,50.954,292.614,50.954,50.954
9.1831,50.635,290.783,50.635,50.635
9.1931,50.269,288.683,50.269,50.269
9.2031,49.862,286.344,49.862,49.862
9.2131,49.42,283.804,49.42,49.42
9.2231,48.949,281.101,48.949,48.949
9.2331,48.458,278.279,48.458,48.458
9.2431,47.953,275.379,47.953,47.953
9.2531,47.443,272.448,47.443,47.443
9.2631,46.935,269.532,46.935,46.935
9.2731,46.437,266.674,46.437,46.437
9.2831,45.958,263.921,45.958,45.958
9.2931,45.504,261.313,45.504,45.504
9.3031,45.082,258.893,45.082,45.082
9.3131,44.7,256.697,44.7,44.7
9.3231,44.362,254.759,44.362,44.362
9.3331,44.075,253.11,44.075,44.075
9.3431,43.842,251.774,43.842,43.842
9.3531,43.668,250.771,43.668,43.668
9.3631,43.554,250.118,43.554,43.554
9.3731,43.503,249.823,43.503,43.503
9.3831,43.514,249.89,43.514,43.514
9.3931,43.589,250.318,43.589,43.589
9.4031,43.725,251.099,43.725,43.725
9.4131,43.92,252.22,43.92,43.92
9.4231,44.171,253.663,44.171,44.171
9.4331,44.475,255.404,44.475,44.475
9.4431,44.825,257.415,44.825,44.825
9.4532,45.216,259.664,45.216,45.216
9.4632,45.643,262.114,45.643,45.643
9.4732,46.098,264.725,46.098,46.098
9.4832,46.573,267.457,46.573,46.573
9.4932,47.062,270.265,47.062,47.062
9.5032,47.557,273.104,47.557,47.557
9.5132,48.048,275.928,48.048,48.048
9.5232,48.53,278.693,48.53,48.53
9.5332,48.993,281.354,48.993,48.993
9.5432,49.431,283.868,49.431,49.431
9.5532,49.836,286.194,49.836,49.836
9.5632,50.202,288.296,50.202,50.202
9.5732,50.523,290.14,50.523,50.523
9.5832,50.794,291.695,50.794,50.794
9.5932,51.01,292.937,51.01,51.01
9.6032,51.168,293.844,51.168,51.168
9.6132,51.266,294.403,51.266,51.266
9.6232,51.3,294.603,51.3,51.3
9.6332,51.272,294.441,51.272,51.272
9.6432,51.181,293.918,51.181,51.181
9.6532,51.029,293.042,51.029,51.029
9.6632,50.817,291.826,50.817,50.817
9.6732,50.549,290.289,50.549,50.549
9.6832,50.23,288.453,50.23,50.23
9.6932,49.863,286.348,49.863,49.863
9.7032,49.455,284.006,49.455,49.455
9.7132,49.012,281.463,49.012,-57.493
9.7232,48.541,278.758,48.541,48.541
9.7332,48.049,275.934,48.049,48.049
9.7432,47.544,273.033,47.544,47.544
9.7533,47.034,270.102,47.034,47.034
9.7633,46.526,267.186,46.526,46.526
9.7733,46.029,264.33,46.029,46.029
9.7833,45.55,261.579,45.55,45.55
9.7933,45.096,258.974,45.096,45.096
9.8033,44.675,256.557,44.675,44.675
9.8133,44.294,254.366,44.294,44.294
9.8233,43.957,252.432,43.957,43.957
9.8333,43.671,250.788,43.671,43.671
9.8433,43.439,249.457,43.439,43.439
9.8533,43.265,248.46,43.265,43.265
9.8633,43.153,247.813,43.153,43.153
9.8733,43.102,247.524,43.102,43.102
9.8833,43.115,247.597,43.115,43.115
9.8933,43.191,248.031,43.191,43.191
9.9033,43.328,248.818,43.328,43.328
9.9133,43.524,249.945,43.524,43.524
9.9233,43.776,251.393,43.776,43.776
9.9333,44.08,253.139,44.08,44.08
9.9433,44.431,255.154,44.431,44.431
9.9533,44.823,257.406,44.823,44.823
9.9633,45.25,259.859,45.25,45.25
9.9733,45.705,262.473,45.705,31.663
9.9833,46.181,265.206,46.181,46.181
9.9933,46.671,268.015,46.671,46.671
10.0033,47.168,270.869,47.168,47.168
10.0133,47.667,273.739,47.667,47.667
10.0233,48.157,276.549,48.157,48.157
10.0333,48.627,279.253,48.627,48.627
10.0433,49.073,281.81,49.073,49.073
10.0534,49.485,284.179,49.485,49.485
10.0634,49.859,286.323,49.859,49.859
10.0734,50.187,288.208,50.187,50.187
10.0834,50.465,289.804,50.465,50.465
10.0934,50.688,291.087,50.688,50.688
10.1034,50.853,292.034,50.853,50.853
10.1134,50.957,292.633,50.957,50.957
10.1234,50.999,292.873,50.999,50.999
10.1334,50.978,292.751,50.978,50.978
10.1434,50.894,292.268,50.894,50.894
10.1534,50.748,291.432,50.748,50.748
10.1634,50.544,290.257,50.544,50.544
10.1734,50.283,288.76,50.283,50.283
10.1834,49.971,286.966,49.971,-73.708
10.1934,49.611,284.903,49.611,49.611
10.2034,49.211,282.603,49.211,49.211
10.2134,48.775,280.102,48.775,48.775
10.2234,48.312,277.441,48.312,48.312
10.2334,47.828,274.661,47.828,47.828
10.2434,47.331,271.806,47.331,47.331
10.2534,46.828,268.921,46.828,46.828
10.2634,46.329,266.051,46.329,46.329
10.2734,45.839,263.243,45.839,45.839
10.2834,45.369,260.539,45.369,45.369
10.2934,44.924,257.983,44.924,44.924
10.3034,44.511,255.616,44.511,44.511
10.3134,44.138,253.474,44.138,44.138
10.3234,43.811,251.591,43.811,43.811
10.3334,43.533,249.998,43.533,43.533
10.3434,43.31,248.718,43.31,43.31
10.3535,43.146,247.773,43.146,43.146
10.3635,43.042,247.178,43.042,43.042
10.3735,43.001,246.941,43.001,43.001
10.3835,43.023,247.066,43.023,43.023
10.3935,43.107,247.552,43.107,43.107
10.4035,43.253,248.391,43.253,43.253
10.4135,43.458,249.569,43.458,43.458
10.4235,43.719,251.068,43.719,43.719
10.4335,44.032,252.864,44.032,44.032
10.4435,44.392,254.93,44.392,38.56
10.4535,44.793,257.232,44.793,44.793
10.4635,45.228,259.733,45.228,45.228
10.4735,45.692,262.396,45.692,45.692
10.4835,46.176,265.177,46.176,46.176
10.4935,46.674,268.032,46.674,46.674
10.5035,47.176,270.917,47.176,47.176
10.5135,47.676,273.787,47.676,47.676
10.5235,48.165,276.595,48.165,48.165
10.5335,48.635,279.297,48.635,48.635
10.5435,49.08,281.851,49.08,49.08
10.5535,49.492,284.217,49.492,49.492
10.5635,49.864,286.357,49.864,49.864
10.5735,50.192,288.237,50.192,50.192
10.5835,50.469,289.828,50.469,50.469
10.5935,50.691,291.105,50.691,50.691
10.6035,50.855,292.047,50.855,50.855
10.6135,50.959,292.64,50.959,50.959
10.6235,50.999,292.874,50.999,50.999
10.6335,50.977,292.746,50.977,50.977
10.6435,50.892,292.257,50.892,50.892
10.6536,50.745,291.415,50.745,50.745
10.6636,50.54,290.234,50.54,50.54
10.6736,50.278,288.732,50.278,50.278
10.6836,49.965,286.934,49.965,172.992
10.6936,49.605,284.866,49.605,49.605
10.7036,49.204,282.562,49.204,49.204
10.7136,48.768,280.059,48.768,48.768
10.7236,48.304,277.396,48.304,48.304
10.7336,47.82,274.614,47.82,47.82
10.7436,47.322,271.758,47.322,47.322
10.7536,46.82,268.873,46.82,46.82
10.7636,46.32,266.004,46.32,46.32
10.7736,45.831,263.197,45.831,45.831
10.7836,45.361,260.495,45.361,45.361
10.7936,44.917,257.942,44.917,44.917
10.8036,44.505,255.578,44.505,44.505
10.8136,44.133,253.44,44.133,44.133
10.8236,43.806,251.562,43.806,43.806
10.8336,43.529,249.974,43.529,43.529
10.8436,43.307,248.7,43.307,43.307
10.8536,43.144,247.761,43.144,43.144
10.8636,43.041,247.171,43.041,43.041
10.8736,43.001,246.94,43.001,43.001
10.8836,43.023,247.071,43.023,43.023
10.8936,43.109,247.563,43.109,43.109
10.9036,43.256,248.407,43.256,43.256
10.9136,43.462,249.591,43.462,43.462
10.9236,43.724,251.095,43.724,43.724
10.9336,44.038,252.897,44.038,44.038
10.9436,44.398,254.966,44.398,44.398
10.9537,44.8,257.272,44.8,44.8
10.9637,45.236,259.777,45.236,45.236
10.9737,45.7,262.441,45.7,45.7
10.9837,46.184,265.224,46.184,46.184
10.9937,46.682,268.08,46.682,46.682
11.0037,47.184,270.965,47.184,-14.304
11.0137,47.684,273.834,47.684,47.684
11.0237,48.173,276.641,48.173,48.173
11.0337,48.643,279.341,48.643,48.643
11.0437,49.087,281.892,49.087,49.087
11.0537,49.498,284.255,49.498,49.498
11.0637,49.87,286.391,49.87,49.87
11.0737,50.197,288.266,50.197,50.197
11.0837,50.473,289.852,50.473,50.473
11.0937,50.695,291.124,50.695,50.695
11.1037,50.858,292.06,50.858,50.858
11.1137,50.96,292.647,50.96,50.96
11.1237,50.999,292.875,50.999,50.999
11.1337,50.976,292.74,50.976,50.976
11.1437,50.89,292.246,50.89,50.89
11.1537,50.742,291.398,50.742,50.742
11.1637,50.536,290.212,50.536,50.536
11.1737,50.273,288.705,50.273,50.273
11.1837,49.959,286.901,49.959,49.959
11.1937,49.599,284.83,49.599,49.599
11.2037,49.197,282.522,49.197,49.197
11.2137,48.76,280.016,48.76,48.76
11.2237,48.296,277.35,48.296,48.296
11.2337,47.811,274.567,47.811,47.811
11.2437,47.314,271.71,47.314,47.314
11.2538,46.812,268.825,46.812,46.812
11.2638,46.312,265.956,46.312,46.312
11.2738,45.823,263.151,45.823,45.823
11.2838,45.353,260.451,45.353,45.353
11.2938,44.909,257.901,44.909,44.909
11.3038,44.498,255.541,44.498,44.498
11.3138,44.127,253.407,44.127,44.127
11.3238,43.801,251.533,43.801,43.801
11.3338,43.525,249.95,43.525,43.525
11.3438,43.304,248.681,43.304,43.304
11.3538,43.141,247.748,43.141,43.141
11.3638,43.04,247.164,43.04,43.04
11.3738,43.0,246.939,43.0,43.0
11.3838,43.024,247.076,43.024,43.024
11.3938,43.111,247.574,43.111,43.111
11.4038,43.259,248.424,43.259,43.259
11.4138,43.466,249.614,43.466,43.466
11.4238,43.729,251.123,43.729,43.729
11.4338,44.044,252.929,44.044,44.044
11.4438,44.405,255.003,44.405,44.405
11.4538,44.807,257.312,44.807,44.807
11.4638,45.243,259.82,45.243,45.243
11.4738,45.708,262.487,45.708,45.708
11.4838,46.193,265.271,46.193,46.193
11.4938,46.69,268.128,46.69,46.69
11.5038,47.193,271.014,47.193,47.193
11.5138,47.692,273.881,47.692,47.692
11.5238,48.181,276.687,48.181,48.181
11.5338,48.65,279.385,48.65,48.65
11.5438,49.094,281.933,49.094,49.094
11.5539,49.505,284.292,49.505,49.505
11.5639,49.876,286.424,49.876,49.876
11.5739,50.202,288.295,50.202,-78.472
11.5839,50.477,289.876,50.477,50.477
11.5939,50.698,291.142,50.698,50.698
11.6039,50.86,292.073,50.86,57.995
11.6139,50.961,292.654,50.961,50.961
11.6239,51.0,292.876,51.0,51.0
11.6339,50.975,292.735,50.975,50.975
11.6439,50.888,292.234,50.888,50.888
11.6539,50.739,291.381,50.739,50.739
11.6639,50.532,290.189,50.532,50.532
11.6739,50.269,288.677,50.269,50.269
11.6839,49.954,286.869,49.954,49.954
11.6939,49.592,284.793,49.592,49.592
11.7039,49.19,282.482,49.19,49.19
11.7139,48.753,279.973,48.753,48.753
11.7239,48.288,277.305,48.288,48.288
11.7339,47.803,274.52,47.803,47.803
11.7439,47.306,271.662,47.306,47.306
11.7539,46.803,268.777,46.803,46.803
11.7639,46.304,265.909,46.304,46.304
11.7739,45.815,263.105,45.815,45.815
11.7839,45.346,260.407,45.346,45.346
11.7939,44.902,257.86,44.902,44.902
11.8039,44.492,255.503,44.492,44.492
11.8139,44.121,253.373,44.121,44.121
11.8239,43.795,251.505,43.795,43.795
11.8339,43.521,249.926,43.521,43.521
11.8439,43.301,248.663,43.301,43.301
11.854,43.139,247.735,43.139,43.139
11.864,43.038,247.157,43.038,43.038
11.874,43.0,246.938,43.0,43.0
11.884,43.025,247.082,43.025,43.025
11.894,43.113,247.585,43.113,43.113
11.904,43.262,248.441,43.262,43.262
11.914,43.47,249.636,43.47,43.47
11.924,43.734,251.151,43.734,43.734
11.934,44.049,252.962,44.049,44.049
11.944,44.411,255.04,44.411,44.411
11.954,44.814,257.352,44.814,44.814
11.964,45.251,259.863,45.251,45.251
11.974,45.716,262.532,45.716,45.716
11.984,46.201,265.318,46.201,46.201
11.994,46.699,268.176,46.699,46.699
12.004,47.201,271.062,47.201,47.201
12.014,47.7,273.929,47.7,47.7
12.024,48.189,276.733,48.189,48.189
12.034,48.658,279.429,48.658,48.658
12.044,49.101,281.974,49.101,122.956
12.054,49.511,284.33,49.511,124.836
12.064,49.882,286.457,49.882,49.882
12.074,50.207,288.324,50.207,50.207
12.084,50.481,289.9,50.481,50.481
12.094,50.701,291.16,50.701,50.701
12.104,50.862,292.085,50.862,50.862
12.114,50.962,292.66,50.962,50.962
12.124,51.0,292.876,51.0,51.0
12.134,50.974,292.73,50.974,50.974
12.144,50.886,292.223,50.886,50.886
12.1541,50.736,291.364,50.736,50.736
12.1641,50.528,290.167,50.528,50.528
12.1741,50.264,288.649,50.264,50.264
12.1841,49.948,286.836,49.948,49.948
12.1941,49.586,284.756,49.586,49.586
12.2041,49.183,282.442,49.183,-46.298
12.2141,48.745,279.929,48.745,48.745
12.2241,48.28,277.259,48.28,48.28
12.2341,47.795,274.473,47.795,47.795
12.2441,47.297,271.614,47.297,47.297
12.2541,46.795,268.729,46.795,46.795
12.2641,46.296,265.862,46.296,46.296
12.2741,45.807,263.059,45.807,45.807
12.2841,45.338,260.364,45.338,45.338
12.2941,44.895,257.819,44.895,44.895
12.3041,44.485,255.466,44.485,44.485
12.3141,44.115,253.34,44.115,44.115
12.3241,43.79,251.476,43.79,43.79
12.3341,43.517,249.902,43.517,43.517
12.3441,43.298,248.645,43.298,43.298
12.3541,43.137,247.723,43.137,43.137
12.3641,43.037,247.151,43.037,43.037
12.3741,43.0,246.938,43.0,43.0
12.3841,43.026,247.087,43.026,43.026
12.3941,43.115,247.597,43.115,43.115
12.4041,43.265,248.459,43.265,43.265
12.4141,43.474,249.659,43.474,43.474
12.4241,43.739,251.179,43.739,43.739
12.4341,44.055,252.994,44.055,44.055
12.4441,44.417,255.076,44.417,44.417
12.4542,44.821,257.393,44.821,44.821
12.4642,45.259,259.906,45.259,45.259
12.4742,45.724,262.578,45.724,45.724
12.4842,46.209,265.365,46.209,46.209
12.4942,46.707,268.224,46.707,46.707
12.5042,47.209,271.11,47.209,47.209
12.5142,47.709,273.976,47.709,47.709
12.5242,48.197,276.779,48.197,48.197
12.5342,48.666,279.472,48.666,48.666
12.5442,49.108,282.015,49.108,49.108
12.5542,49.518,284.367,49.518,49.518
12.5642,49.888,286.491,49.888,49.888
12.5742,50.212,288.353,50.212,50.212
12.5842,50.486,289.924,50.486,50.486
12.5942,50.704,291.179,50.704,50.704
12.6042,50.864,292.098,50.864,188.615
12.6142,50.963,292.667,50.963,50.963
12.6242,51.0,292.877,51.0,51.0
12.6342,50.973,292.724,50.973,50.973
12.6442,50.884,292.212,50.884,50.884
12.6542,50.733,291.347,50.733,50.733
12.6642,50.524,290.144,50.524,50.524
12.6742,50.259,288.622,50.259,50.259
12.6842,49.942,286.804,49.942,49.942
12.6942,49.579,284.719,49.579,49.579
12.7042,49.176,282.401,49.176,49.176
12.7142,48.738,279.886,48.738,48.738
12.7242,48.272,277.213,48.272,48.272
12.7342,47.787,274.425,47.787,47.787
12.7442,47.289,271.566,47.289,47.289
12.7543,46.786,268.68,46.786,46.786
12.7643,46.287,265.814,46.287,46.287
12.7743,45.799,263.013,45.799,45.799
12.7843,45.331,260.32,45.331,45.331
12.7943,44.888,257.778,44.888,44.888
12.8043,44.479,255.428,44.479,44.479
12.8143,44.109,253.307,44.109,44.109
12.8243,43.785,251.447,43.785,43.785
12.8343,43.512,249.879,43.512,43.512
12.8443,43.294,248.627,43.294,43.294
12.8543,43.135,247.71,43.135,43.135
12.8643,43.036,247.144,43.036,43.036
12.8743,43.0,246.937,43.0,43.0
12.8843,43.027,247.093,43.027,43.027
12.8943,43.117,247.608,43.117,43.117
12.9043,43.268,248.476,43.268,43.268
12.9143,43.478,249.682,43.478,43.478
12.9243,43.744,251.207,43.744,43.744
12.9343,44.061,253.027,44.061,44.061
12.9443,44.424,255.113,44.424,44.424
12.9543,44.828,257.433,44.828,44.828
12.9643,45.266,259.95,45.266,45.266
12.9743,45.732,262.624,45.732,45.732
12.9843,46.217,265.412,46.217,46.217
12.9943,46.715,268.272,46.715,46.715
13.0043,47.218,271.158,47.218,47.218
13.0143,47.717,274.024,47.717,47.717
13.0243,48.205,276.824,48.205,48.205
13.0343,48.673,279.516,48.673,48.673
13.0443,49.116,282.056,49.116,49.116
13.0544,49.524,284.404,49.524,49.524
13.0644,49.894,286.524,49.894,49.894
13.0744,50.217,288.381,50.217,50.217
13.0844,50.49,289.947,50.49,50.49
13.0944,50.707,291.197,50.707,50.707
13.1044,50.866,292.11,50.866,50.866
13.1144,50.964,292.673,50.964,50.964
13.1244,51.0,292.877,51.0,51.0
13.1344,50.972,292.719,50.972,146.894
13.1444,50.882,292.2,50.882,-98.2
13.1544,50.73,291.33,50.73,50.73
13.1644,50.52,290.121,50.52,50.52
13.1744,50.254,288.594,50.254,136.612
13.1844,49.937,286.771,49.937,49.937
13.1944,49.573,284.683,49.573,49.573
13.2044,49.169,282.361,49.169,49.169
13.2144,48.73,279.843,48.73,48.73
13.2244,48.264,277.168,48.264,83.826
13.2344,47.779,274.378,47.779,47.779
13.2444,47.281,271.518,47.281,47.281
13.2544,46.778,268.632,46.778,46.778
13.2644,46.279,265.767,46.279,46.279
13.2744,45.791,262.967,45.791,45.791
13.2844,45.323,260.276,45.323,45.323
13.2944,44.881,257.738,44.881,44.881
13.3044,44.472,255.391,44.472,44.472
13.3144,44.104,253.274,44.104,44.104
13.3244,43.781,251.419,43.781,43.781
